"Entity_Name","Fiscal_Year","current_population_actual","lead_pop_actual","Entity_ID","variable","value","val_per_capita","variable_pretty"
"Del Norte",2003,27747,28127,8,"Administrative_Officer_Operating_Expenditures",283571,10.08180751591,"Administrative Officer Operating Expenditures"
"Del Norte",2004,28127,28496,8,"Administrative_Officer_Operating_Expenditures",288558,10.1262633352049,"Administrative Officer Operating Expenditures"
"Del Norte",2005,28496,28468,8,"Administrative_Officer_Operating_Expenditures",300220,10.5458760713784,"Administrative Officer Operating Expenditures"
"Del Norte",2006,28468,28739,8,"Administrative_Officer_Operating_Expenditures",349035,12.1449946066321,"Administrative Officer Operating Expenditures"
"Del Norte",2007,28739,28885,8,"Administrative_Officer_Operating_Expenditures",346668,12.0016617621603,"Administrative Officer Operating Expenditures"
"Del Norte",2008,28885,29058,8,"Administrative_Officer_Operating_Expenditures",371425,12.7821942322252,"Administrative Officer Operating Expenditures"
"Del Norte",2009,29058,28583,8,"Administrative_Officer_Operating_Expenditures",419343,14.6710632193961,"Administrative Officer Operating Expenditures"
"Del Norte",2010,28583,28513,8,"Administrative_Officer_Operating_Expenditures",450609,15.8036334303651,"Administrative Officer Operating Expenditures"
"Del Norte",2011,28513,28290,8,"Administrative_Officer_Operating_Expenditures",446689,15.7896429833864,"Administrative Officer Operating Expenditures"
"Del Norte",2012,28290,27873,8,"Administrative_Officer_Operating_Expenditures",445517,15.9838194668676,"Administrative Officer Operating Expenditures"
"Del Norte",2013,27873,NA,8,"Administrative_Officer_Operating_Expenditures",465271,NA,"Administrative Officer Operating Expenditures"
"El Dorado",2003,167480,170452,9,"Administrative_Officer_Operating_Expenditures",964306,5.65734634970549,"Administrative Officer Operating Expenditures"
"El Dorado",2004,170452,173442,9,"Administrative_Officer_Operating_Expenditures",867405,5.00112429515342,"Administrative Officer Operating Expenditures"
"El Dorado",2005,173442,174884,9,"Administrative_Officer_Operating_Expenditures",1064822,6.08873310308547,"Administrative Officer Operating Expenditures"
"El Dorado",2006,174884,175615,9,"Administrative_Officer_Operating_Expenditures",1546308,8.80510206986875,"Administrative Officer Operating Expenditures"
"El Dorado",2007,175615,176852,9,"Administrative_Officer_Operating_Expenditures",1785002,10.0931965711442,"Administrative Officer Operating Expenditures"
"El Dorado",2008,176852,177921,9,"Administrative_Officer_Operating_Expenditures",1783830,10.0259665806734,"Administrative Officer Operating Expenditures"
"El Dorado",2009,177921,181143,9,"Administrative_Officer_Operating_Expenditures",1554008,8.57890175165477,"Administrative Officer Operating Expenditures"
"El Dorado",2010,181143,180894,9,"Administrative_Officer_Operating_Expenditures",1461198,8.07764768317357,"Administrative Officer Operating Expenditures"
"El Dorado",2011,180894,180561,9,"Administrative_Officer_Operating_Expenditures",1656027,9.17156528818516,"Administrative Officer Operating Expenditures"
"El Dorado",2012,180561,181737,9,"Administrative_Officer_Operating_Expenditures",1748412,9.6205615807458,"Administrative Officer Operating Expenditures"
"El Dorado",2013,181737,NA,9,"Administrative_Officer_Operating_Expenditures",1757600,NA,"Administrative Officer Operating Expenditures"
"Fresno",2003,844425,856960,10,"Administrative_Officer_Operating_Expenditures",3757428,4.38460138162808,"Administrative Officer Operating Expenditures"
"Fresno",2004,856960,867097,10,"Administrative_Officer_Operating_Expenditures",1303307,1.50306943744471,"Administrative Officer Operating Expenditures"
"Fresno",2005,867097,877406,10,"Administrative_Officer_Operating_Expenditures",1621451,1.84800537037586,"Administrative Officer Operating Expenditures"
"Fresno",2006,877406,889127,10,"Administrative_Officer_Operating_Expenditures",1362095,1.53194650483002,"Administrative Officer Operating Expenditures"
"Fresno",2007,889127,902311,10,"Administrative_Officer_Operating_Expenditures",1583854,1.75533047918068,"Administrative Officer Operating Expenditures"
"Fresno",2008,902311,913555,10,"Administrative_Officer_Operating_Expenditures",1861720,2.03788496587507,"Administrative Officer Operating Expenditures"
"Fresno",2009,913555,932696,10,"Administrative_Officer_Operating_Expenditures",1792342,1.92167866057108,"Administrative Officer Operating Expenditures"
"Fresno",2010,932696,940887,10,"Administrative_Officer_Operating_Expenditures",1776331,1.88793234469176,"Administrative Officer Operating Expenditures"
"Fresno",2011,940887,947895,10,"Administrative_Officer_Operating_Expenditures",1988644,2.09795810717432,"Administrative Officer Operating Expenditures"
"Fresno",2012,947895,955272,10,"Administrative_Officer_Operating_Expenditures",1217071,1.27405702250249,"Administrative Officer Operating Expenditures"
"Fresno",2013,955272,NA,10,"Administrative_Officer_Operating_Expenditures",1253151,NA,"Administrative Officer Operating Expenditures"
"Glenn",2004,27151,27415,11,"Administrative_Officer_Operating_Expenditures",0,0,"Administrative Officer Operating Expenditures"
"Glenn",2005,27415,27668,11,"Administrative_Officer_Operating_Expenditures",31086,1.12353621512216,"Administrative Officer Operating Expenditures"
"Glenn",2006,27668,27808,11,"Administrative_Officer_Operating_Expenditures",98797,3.55282652474108,"Administrative Officer Operating Expenditures"
"Glenn",2007,27808,28063,11,"Administrative_Officer_Operating_Expenditures",242859,8.65406407012793,"Administrative Officer Operating Expenditures"
"Glenn",2008,28063,28152,11,"Administrative_Officer_Operating_Expenditures",193923,6.88842710997442,"Administrative Officer Operating Expenditures"
"Glenn",2009,28152,28098,11,"Administrative_Officer_Operating_Expenditures",54082,1.92476332835077,"Administrative Officer Operating Expenditures"
"Glenn",2010,28098,28181,11,"Administrative_Officer_Operating_Expenditures",22494,0.798197367020333,"Administrative Officer Operating Expenditures"
"Glenn",2011,28181,27992,11,"Administrative_Officer_Operating_Expenditures",0,0,"Administrative Officer Operating Expenditures"
"Glenn",2012,27992,27940,11,"Administrative_Officer_Operating_Expenditures",0,0,"Administrative Officer Operating Expenditures"
"Glenn",2013,27940,NA,11,"Administrative_Officer_Operating_Expenditures",0,NA,"Administrative Officer Operating Expenditures"
"Humboldt",2003,128255,128689,12,"Administrative_Officer_Operating_Expenditures",569065,4.42201742184647,"Administrative Officer Operating Expenditures"
"Humboldt",2004,128689,128944,12,"Administrative_Officer_Operating_Expenditures",493596,3.82798734334285,"Administrative Officer Operating Expenditures"
"Humboldt",2005,128944,129008,12,"Administrative_Officer_Operating_Expenditures",468390,3.63070507255364,"Administrative Officer Operating Expenditures"
"Humboldt",2006,129008,128513,12,"Administrative_Officer_Operating_Expenditures",554706,4.31634153743201,"Administrative Officer Operating Expenditures"
"Humboldt",2007,128513,128724,12,"Administrative_Officer_Operating_Expenditures",715746,5.5603150927566,"Administrative Officer Operating Expenditures"
"Humboldt",2008,128724,129349,12,"Administrative_Officer_Operating_Expenditures",727827,5.62684674794548,"Administrative Officer Operating Expenditures"
"Humboldt",2009,129349,135039,12,"Administrative_Officer_Operating_Expenditures",660398,4.89042424780989,"Administrative Officer Operating Expenditures"
"Humboldt",2010,135039,135318,12,"Administrative_Officer_Operating_Expenditures",782384,5.78181764436365,"Administrative Officer Operating Expenditures"
"Humboldt",2011,135318,134827,12,"Administrative_Officer_Operating_Expenditures",747724,5.54580314032056,"Administrative Officer Operating Expenditures"
"Humboldt",2012,134827,134493,12,"Administrative_Officer_Operating_Expenditures",901114,6.70008104511015,"Administrative Officer Operating Expenditures"
"Humboldt",2013,134493,NA,12,"Administrative_Officer_Operating_Expenditures",1062585,NA,"Administrative Officer Operating Expenditures"
"Imperial",2003,147298,149969,13,"Administrative_Officer_Operating_Expenditures",1602144,10.68316785469,"Administrative Officer Operating Expenditures"
"Imperial",2004,149969,153085,13,"Administrative_Officer_Operating_Expenditures",719327,4.69887317503348,"Administrative Officer Operating Expenditures"
"Imperial",2005,153085,156864,13,"Administrative_Officer_Operating_Expenditures",637820,4.06606997144023,"Administrative Officer Operating Expenditures"
"Imperial",2006,156864,160316,13,"Administrative_Officer_Operating_Expenditures",768012,4.79061353826193,"Administrative Officer Operating Expenditures"
"Imperial",2007,160316,163180,13,"Administrative_Officer_Operating_Expenditures",889031,5.44816153940434,"Administrative Officer Operating Expenditures"
"Imperial",2008,163180,166629,13,"Administrative_Officer_Operating_Expenditures",1303999,7.82576262235265,"Administrative Officer Operating Expenditures"
"Imperial",2009,166629,174667,13,"Administrative_Officer_Operating_Expenditures",1889460,10.8174984398885,"Administrative Officer Operating Expenditures"
"Imperial",2010,174667,175897,13,"Administrative_Officer_Operating_Expenditures",1687329,9.592710506717,"Administrative Officer Operating Expenditures"
"Imperial",2011,175897,176948,13,"Administrative_Officer_Operating_Expenditures",1692356,9.56414313809707,"Administrative Officer Operating Expenditures"
"Imperial",2012,176948,176584,13,"Administrative_Officer_Operating_Expenditures",1568413,8.88196552349024,"Administrative Officer Operating Expenditures"
"Imperial",2013,176584,NA,13,"Administrative_Officer_Operating_Expenditures",1517079,NA,"Administrative Officer Operating Expenditures"
"Inyo",2003,18138,17984,14,"Administrative_Officer_Operating_Expenditures",358266,19.9213745551601,"Administrative Officer Operating Expenditures"
"Inyo",2004,17984,17749,14,"Administrative_Officer_Operating_Expenditures",408565,23.0190433263846,"Administrative Officer Operating Expenditures"
"Inyo",2005,17749,17507,14,"Administrative_Officer_Operating_Expenditures",480715,27.4584451933512,"Administrative Officer Operating Expenditures"
"Inyo",2006,17507,17443,14,"Administrative_Officer_Operating_Expenditures",458391,26.2793670813507,"Administrative Officer Operating Expenditures"
"Inyo",2007,17443,17218,14,"Administrative_Officer_Operating_Expenditures",664397,38.5873504472064,"Administrative Officer Operating Expenditures"
"Inyo",2008,17218,17310,14,"Administrative_Officer_Operating_Expenditures",567074,32.7599075678798,"Administrative Officer Operating Expenditures"
"Inyo",2009,17310,18531,14,"Administrative_Officer_Operating_Expenditures",692682,37.3796341265987,"Administrative Officer Operating Expenditures"
"Inyo",2010,18531,18484,14,"Administrative_Officer_Operating_Expenditures",524312,28.3657217052586,"Administrative Officer Operating Expenditures"
"Inyo",2011,18484,18495,14,"Administrative_Officer_Operating_Expenditures",643097,34.7713976750473,"Administrative Officer Operating Expenditures"
"Inyo",2012,18495,18467,14,"Administrative_Officer_Operating_Expenditures",700563,37.9359397844804,"Administrative Officer Operating Expenditures"
"Inyo",2013,18467,NA,14,"Administrative_Officer_Operating_Expenditures",772877,NA,"Administrative Officer Operating Expenditures"
"Kern",2003,706516,725473,15,"Administrative_Officer_Operating_Expenditures",2174642,2.99755056356336,"Administrative Officer Operating Expenditures"
"Kern",2004,725473,746718,15,"Administrative_Officer_Operating_Expenditures",2037633,2.72878516387713,"Administrative Officer Operating Expenditures"
"Kern",2005,746718,767392,15,"Administrative_Officer_Operating_Expenditures",2289629,2.98364981652141,"Administrative Officer Operating Expenditures"
"Kern",2006,767392,783566,15,"Administrative_Officer_Operating_Expenditures",2359757,3.01156124691475,"Administrative Officer Operating Expenditures"
"Kern",2007,783566,795921,15,"Administrative_Officer_Operating_Expenditures",2645743,3.3241276458342,"Administrative Officer Operating Expenditures"
"Kern",2008,795921,804989,15,"Administrative_Officer_Operating_Expenditures",3056229,3.79660964311314,"Administrative Officer Operating Expenditures"
"Kern",2009,804989,841687,15,"Administrative_Officer_Operating_Expenditures",3095716,3.6779895614403,"Administrative Officer Operating Expenditures"
"Kern",2010,841687,849457,15,"Administrative_Officer_Operating_Expenditures",2704948,3.18432598707174,"Administrative Officer Operating Expenditures"
"Kern",2011,849457,856158,15,"Administrative_Officer_Operating_Expenditures",2244575,2.62168314726955,"Administrative Officer Operating Expenditures"
"Kern",2012,856158,864124,15,"Administrative_Officer_Operating_Expenditures",2387014,2.76235123662808,"Administrative Officer Operating Expenditures"
"Kern",2013,864124,NA,15,"Administrative_Officer_Operating_Expenditures",2733174,NA,"Administrative Officer Operating Expenditures"
"Kings",2003,NA,NA,16,"Administrative_Officer_Operating_Expenditures",408544,NA,"Administrative Officer Operating Expenditures"
"Kings",2004,NA,NA,16,"Administrative_Officer_Operating_Expenditures",342686,NA,"Administrative Officer Operating Expenditures"
"Kings",2005,NA,NA,16,"Administrative_Officer_Operating_Expenditures",469033,NA,"Administrative Officer Operating Expenditures"
"Kings",2006,NA,NA,16,"Administrative_Officer_Operating_Expenditures",501796,NA,"Administrative Officer Operating Expenditures"
"Kings",2007,NA,NA,16,"Administrative_Officer_Operating_Expenditures",776640,NA,"Administrative Officer Operating Expenditures"
"Kings",2008,NA,NA,16,"Administrative_Officer_Operating_Expenditures",754990,NA,"Administrative Officer Operating Expenditures"
"Kings",2009,NA,NA,16,"Administrative_Officer_Operating_Expenditures",772860,NA,"Administrative Officer Operating Expenditures"
"Kings",2010,NA,NA,16,"Administrative_Officer_Operating_Expenditures",647800,NA,"Administrative Officer Operating Expenditures"
"Kings",2011,NA,NA,16,"Administrative_Officer_Operating_Expenditures",675109,NA,"Administrative Officer Operating Expenditures"
"Kings",2012,NA,NA,16,"Administrative_Officer_Operating_Expenditures",626829,NA,"Administrative Officer Operating Expenditures"
"Kings",2013,NA,NA,16,"Administrative_Officer_Operating_Expenditures",655800,NA,"Administrative Officer Operating Expenditures"
"Lake",2003,62762,63443,17,"Administrative_Officer_Operating_Expenditures",312067,4.91885629620289,"Administrative Officer Operating Expenditures"
"Lake",2004,63443,64204,17,"Administrative_Officer_Operating_Expenditures",304203,4.73806927917264,"Administrative Officer Operating Expenditures"
"Lake",2005,64204,64670,17,"Administrative_Officer_Operating_Expenditures",340562,5.26615122931808,"Administrative Officer Operating Expenditures"
"Lake",2006,64670,64667,17,"Administrative_Officer_Operating_Expenditures",418490,6.47146148731192,"Administrative Officer Operating Expenditures"
"Lake",2007,64667,65102,17,"Administrative_Officer_Operating_Expenditures",497992,7.64941169242112,"Administrative Officer Operating Expenditures"
"Lake",2008,65102,65236,17,"Administrative_Officer_Operating_Expenditures",572007,8.76827211968851,"Administrative Officer Operating Expenditures"
"Lake",2009,65236,64748,17,"Administrative_Officer_Operating_Expenditures",592227,9.14664545623031,"Administrative Officer Operating Expenditures"
"Lake",2010,64748,64262,17,"Administrative_Officer_Operating_Expenditures",583914,9.0864585602689,"Administrative Officer Operating Expenditures"
"Lake",2011,64262,63983,17,"Administrative_Officer_Operating_Expenditures",543081,8.48789522216839,"Administrative Officer Operating Expenditures"
"Lake",2012,63983,63860,17,"Administrative_Officer_Operating_Expenditures",508776,7.96705292828061,"Administrative Officer Operating Expenditures"
